book,pair,count,average_sentiment_between_characters
Water,"('farmer', 'wu')",1,1.4755031526088715
Water,"('ping', 'poi')",2,0.48872919678688054
Water,"('poi', 'wu')",1,1.4755031526088715
Water,"('ping', 'wu')",1,1.4755031526088715
Water,"('aang', 'man')",1,0.3757038563489914
Water,"('man', 'sokka')",1,0.3757038563489914
Water,"('man with red shoes', 'sokka')",1,0.005106747150421143
Water,"('poi', 'sokka')",1,-0.4980447590351105
Water,"('ping', 'sokka')",1,-0.4980447590351105
Water,"('calm man', 'wu')",1,0.8986573934555053
Water,"('june', 'zuko')",10,-0.6259019368390243
Water,"('firebenders', 'june')",1,-0.43718981742858887
Water,"('firebenders', 'zuko')",1,-0.43718981742858887
Water,"('iroh', 'june')",2,-0.40144259830315904
Water,"('hakoda', 'sokka')",1,0.6218692149434771
Water,"('bato', 'katara')",11,-0.3052086988633329
Water,"('aang', 'bato')",6,0.00684034029642742
Water,"('bato', 'sokka')",13,-0.22171409737605313
Water,"('aang', 'mother superior')",4,0.25883136991234057
Water,"('bato', 'mother superior')",1,1.0702750555106573
Water,"('mother superior', 'sokka')",2,0.5388790081654277
Water,"('aang', 'messenger')",1,0.5025455057621002
Water,"('herbalist', 'june')",1,-0.7438760921359062
Water,"('herbalist', 'zuko')",1,-0.7438760921359062
Water,"('aunt wu', 'iroh')",1,1.489100530743599
Water,"('june', 'sokka')",1,-1.4987261831760406
Water,"('june', 'katara')",1,0.027357280254364014
Water,"('mask dealer', 'sokka')",1,-0.7461628541350365
Water,"('katara', 'mask dealer')",1,-0.7461628541350365
Water,"('aang', 'shop keeper')",1,1.4988126754760742
Water,"('shop keeper', 'sokka')",1,1.4988126754760742
Water,"('aang', 'puppet fire lord')",1,0.03604544699192047
Water,"('fire nation kids', 'puppet fire lord')",1,0.03604544699192047
Water,"('malu', 'puppet fire lord')",1,0.03604544699192047
Water,"('puppet fire lord', 'sokka')",1,0.03604544699192047
Water,"('katara', 'puppet fire lord')",1,0.03604544699192047
Water,"('aang', 'fire nation kids')",1,0.03604544699192047
Water,"('aang', 'malu')",1,0.03604544699192047
Water,"('fire nation kids', 'malu')",1,0.03604544699192047
Water,"('fire nation kids', 'sokka')",1,0.03604544699192047
Water,"('fire nation kids', 'katara')",1,0.03604544699192047
Water,"('malu', 'sokka')",1,0.03604544699192047
Water,"('katara', 'malu')",1,0.03604544699192047
Water,"('chey', 'guard')",2,0.7124725766479969
Water,"('citizen', 'guard')",1,1.3759812489151955
Water,"('chey', 'citizen')",1,1.3759812489151955
Water,"('chey', 'sokka')",7,0.24356967886159944
Water,"('citizen', 'sokka')",1,1.3759812489151955
Water,"('aang', 'chey')",6,0.11933042027733544
Water,"('chey', 'katara')",2,-0.016539696807211096
Water,"('chey', 'lin yee')",3,0.20172564685344696
Water,"('lin yee', 'sokka')",1,0.1040751188993454
Water,"('aang', 'lin yee')",1,0.4910511374473572
Water,"('guard captain', 'zhao')",1,-0.3127501130104065
Water,"('aang', 'jeong jeong')",9,0.30189585165371974
Water,"('jeong jeong', 'roku')",1,0.30084800720214844
Water,"('jeong jeong', 'sokka')",2,-0.7399281598627567
Water,"('katara', 'tribal man')",1,0.20401160206113542
Water,"('jeong jeong', 'katara')",2,0.7549104307379041
Water,"('aang', 'tribal man')",1,0.20401160206113542
Water,"('jeong jeong', 'tribal man')",1,0.20401160206113542
Water,"('jeong jeong', 'zhao')",1,1.1200089678168297
Water,"('aang', 'storyteller')",4,0.4028983414173126
Water,"('katara', 'storyteller')",1,-0.38751479983329773
Water,"('sokka', 'storyteller')",1,-1.4993554204702377
Water,"('colonists', 'sokka')",1,-1.4900635331869125
Water,"('aang', 'teo')",15,0.5713216418300793
Water,"('sokka', 'teo')",6,0.5671866432159812
Water,"('katara', 'teo')",10,0.2988831403000014
Water,"('aang', 'mechanist')",7,-0.27029390785392826
Water,"('mechanist', 'teo')",5,0.12138335640613851
Water,"('mechanist', 'sokka')",11,-0.668088481573514
Water,"('mechanist', 'qin')",2,-0.7975835248827934
Water,"('qin', 'teo')",1,-0.595674017071724
Water,"('aang', 'qin')",2,-0.7975835248827934
Water,"('katara', 'mechanist')",2,-0.06941395501295726
Water,"('girl', 'katara')",1,-0.015991710126399994
Water,"('girl', 'teo')",1,-0.015991710126399994
Water,"('aang', 'girl')",1,-0.015991710126399994
Water,"('li', 'zhao')",1,-1.3778353929519653
Water,"('arnook', 'yue')",1,1.4995284974575043
Water,"('katara', 'yue')",8,0.419312395488045
Water,"('sokka', 'yue')",14,-0.3181612278353803
Water,"('arnook', 'pakku')",2,0.567773200571537
Water,"('aang', 'arnook')",2,0.567773200571537
Water,"('aang', 'pakku')",9,-0.05684773077567416
Water,"('katara', 'pakku')",8,-0.254807573184371
Water,"('pirate captain', 'zhao')",1,0.5176659524440765
Water,"('oh', 'zhao')",1,0.5176659524440765
Water,"('katara', 'yugoda')",2,0.8665500171482563
Water,"('arnook', 'katara')",2,0.22262955084443092
Water,"('pakku', 'sokka')",1,-0.38761605620384215
Water,"('arnook', 'sokka')",5,0.563211098739079
Water,"('arnook', 'hahn')",2,0.033743822148868015
Water,"('hahn', 'sokka')",4,0.2857799386339528
Water,"('aang', 'yue')",7,0.358979020039646
Water,"('yue', 'zuko')",1,0.21331919942583358
Water,"('aang', 'baboon spirit')",1,0.7449774295091629
Water,"('aang', 'koh')",3,0.2595501783348265
Water,"('yue', 'zhao')",1,-0.15977553810392106
Water,"('iroh', 'yue')",1,0.6311772210257394
